Store,Month,Year,Address,City,State,Zip,Type,Sum_Dry_Grocery,Sum_Dairy,Sum_Frozen_Food,Sum_Meat,Sum_Produce,Sum_Floral,Sum_Deli,Sum_Bakery,Sum_General_Merchandise,Total_sales,X._Dry_Grocery,X._Dairy,X._Frozen_Food,X._Meat,X._Produce,X._Floral,X._Deli,X._Bakery,X._General_Merchandise,Cluster
S0020,08,2015,850 Linden Ave,Carpinteria,CA,93013,Existing,928879.96,216152.55,168502.84,219978.95,223267.42,14482.34,79201.82,62144.4,121211.52,2033821.8,0.456716493057553,0.106279001434639,8.28503460824345e-02,0.108160385536235,0.109777277438958,7.12075168040779e-03,3.89423596501916e-02,3.05554793443555e-02,5.95979057752257e-02,2
S0020,09,2015,850 Linden Ave,Carpinteria,CA,93013,Existing,927166.03,218286.92,163826.71,230522.49,207029.22,14242.17,74906.12,59214.17,120448.58,2015642.41,0.459985375084463,0.10829645125397,8.12776657145252e-02,0.114366759131646,0.102711283992085,7.06582175952529e-03,3.71624052105552e-02,2.93773189660164e-02,5.97569188872147e-02,2
S0020,10,2015,850 Linden Ave,Carpinteria,CA,93013,Existing,991381.15,230463.35,166084.05,229969.84,196546.67,16585.82,76298.36,65594.89,119864.19,2092788.32,0.473713055699776,0.110122628169102,7.93601762838584e-02,0.109886813588486,9.39161730413327e-02,7.92522580592384e-03,3.64577531663594e-02,3.13432989725401e-02,5.72748752726219e-02,2
S0020,11,2015,850 Linden Ave,Carpinteria,CA,93013,Existing,1007963.63,249025.28,150678.83,237309.5,211189.83,18055.72,76436.96,65863.42,123322.7,2139845.87,0.471044968299516,0.116375335014199,7.04157398027924e-02,0.110900277130708,9.86939447185512e-02,8.43786005951914e-03,3.57207783381146e-02,3.07795159097136e-02,5.76315807268866e-02,2
S0020,12,2015,850 Linden Ave,Carpinteria,CA,93013,Existing,963980.28,255218.51,140354.08,232137.52,199612.19,15866.73,94819.71,64271.64,158672.75,2124933.41,0.453651994675918,0.12010659195198,6.60510486302721e-02,0.109244609222837,9.39380919235488e-02,7.46693045783491e-03,4.46224383097257e-02,3.02464254632807e-02,7.46718693646028e-02,2
S0021,01,2015,1311 Wilshire Blvd,Santa Monica,CA,90403,Existing,736663.84,218044.83,148499.61,145617.17,229234.99,9772.95,60400.18,41460.01,80634.09,1670327.67,0.441029537635571,0.130540153238316,8.89044782452774e-02,8.71788048628806e-02,0.137239533366528,5.85091786212223e-03,3.61606773837375e-02,2.48214830806221e-02,4.8274414324945e-02,3
S0021,02,2015,1311 Wilshire Blvd,Santa Monica,CA,90403,Existing,681926.03,190000.52,137374.16,138275.28,222634.69,15762.11,52413.94,40184.89,75858.11,1554429.73,0.438698525149799,0.122231655978428,8.83759216314011e-02,8.89556326229041e-02,0.143225959786551,1.01401238639459e-02,3.37190797296446e-02,2.58518537213001e-02,4.88012475160263e-02,3
S0021,03,2015,1311 Wilshire Blvd,Santa Monica,CA,90403,Existing,793709,218915.14,161770.68,168891.62,277493.52,22824.24,65119.21,53059.85,88798.22,1850581.48,0.428897083742565,0.11829532628847,8.74161347383634e-02,9.12640820332861e-02,0.149949366185163,1.23335504254587e-02,3.51885127478959e-02,2.86719880067102e-02,4.7983955832088e-02,3
S0021,04,2015,1311 Wilshire Blvd,Santa Monica,CA,90403,Existing,724691.95,208314.9,148747.54,144200.57,266755.23,19487.96,62159.56,48088.51,82548.18,1704994.4,0.425040662890154,0.122179228271952,8.72422454877271e-02,8.45753921537807e-02,0.156455194222339,1.14299261041561e-02,3.64573396839309e-02,2.82044973285543e-02,4.84155138574062e-02,3
S0021,05,2015,1311 Wilshire Blvd,Santa Monica,CA,90403,Existing,762323.63,211041.82,157770.17,145443.1,292621.36,22772.99,62248.26,53578.88,91111.13,1798911.34,0.423769428236525,0.117316409823733,8.77031382769537e-02,8.08506215764919e-02,0.162665804308066,1.26593176070589e-02,3.46032951240388e-02,2.97840581737619e-02,5.06479268733722e-02,3
S0021,06,2015,1311 Wilshire Blvd,Santa Monica,CA,90403,Existing,758481.15,206487,159232.07,145375.24,321559.67,15035.77,69003.31,52466.82,91334.61,1818975.64,0.416982577072885,0.113518287688559,8.75394186147539e-02,7.99214881184445e-02,0.176780635720883,8.26606451969857e-03,3.79352578905345e-02,2.88441575831109e-02,5.02121127911312e-02,3
S0021,07,2015,1311 Wilshire Blvd,Santa Monica,CA,90403,Existing,779588.08,216604.92,162527.48,149793.8,321080.78,14510.62,69844.27,51287.23,97030.59,1862267.77,0.418622978155284,0.116312446303036,8.72739584597976e-02,8.04362307145551e-02,0.17241386291081,7.79190846437728e-03,3.75049555843411e-02,2.75402016972028e-02,5.21034577105955e-02,3
S0021,08,2015,1311 Wilshire Blvd,Santa Monica,CA,90403,Existing,813194.05,227406.51,163564.01,160406.68,286686.42,17028.29,73024.84,53083.07,91018.8,1885412.67,0.431308255714649,0.120613653243351,8.67523659952916e-02,8.50777564786387e-02,0.152054998124098,9.03159837151195e-03,3.87314889530259e-02,2.81546161456526e-02,4.82752669737814e-02,3
S0021,09,2015,1311 Wilshire Blvd,Santa Monica,CA,90403,Existing,816303.37,231802.59,166945.87,166292.93,258081.43,14058.96,66046.24,52214.64,92131.67,1863877.7,0.437959727722479,0.124365772496768,8.95691117501969e-02,8.92187990660546e-02,0.138464787684299,7.54285541374308e-03,3.54348571260872e-02,2.80139839647204e-02,4.94301047756513e-02,3
S0021,10,2015,1311 Wilshire Blvd,Santa Monica,CA,90403,Existing,873634.34,243468.94,171828.75,166185.32,251356.41,13490.02,70792.32,56068.8,94724.58,1941549.48,0.449967589803583,0.125399297060408,8.85008349104757e-02,8.5594171929113e-02,0.129461758553792,6.94806912672656e-03,3.64617645490034e-02,2.88783781086022e-02,4.87881359582966e-02,3
S0021,11,2015,1311 Wilshire Blvd,Santa Monica,CA,90403,Existing,862016.6,248005.62,154849.64,181057.5,256133.22,15678.16,68882.12,57219.33,95317.5,1939159.69,0.444531001982616,0.12789334539024,7.98539907767988e-02,9.33690510037366e-02,0.132084645385755,8.08502779881939e-03,3.55216335999641e-02,2.95072810635827e-02,4.91540229984876e-02,3
S0021,12,2015,1311 Wilshire Blvd,Santa Monica,CA,90403,Existing,808322.61,236613.43,146588.41,162614.12,234309.92,14188.94,75379.21,53678.46,120266.61,1851961.71,0.436468316615466,0.127763672824532,7.91530457722044e-02,8.78064158248715e-02,0.126519851212259,7.66157308943499e-03,4.07023587976881e-02,2.89846489320775e-02,6.49401169314672e-02,3
S0022,01,2015,13438 Poway Rd,Poway,CA,92064,Existing,1086878.8,241606.16,185338.49,251505.97,188748.87,11818.95,89191.07,68484.69,175843.08,2299416.08,0.472676002161383,0.10507283222965,8.06024153749503e-02,0.109378190483908,8.20855658276513e-02,5.13997884193277e-03,3.87885736625796e-02,2.97835135605384e-02,7.64729278574063e-02,2
S0022,02,2015,13438 Poway Rd,Poway,CA,92064,Existing,964258.1,200237.38,160758.8,219303.38,181932.6,21644,78285.83,64814.91,164514.64,2055749.64,0.469054247286649,9.74035826658348e-02,7.81996002198011e-02,0.106678058326207,8.84993952862859e-02,1.05285194164013e-02,3.8081402752915e-02,3.1528600924381e-02,8.00265931215243e-02,1
S0022,03,2015,13438 Poway Rd,Poway,CA,92064,Existing,1174513.03,236678.91,194165.34,246138.46,220606.4,36812.01,95160.32,82504.88,201002.56,2487581.91,0.472150494935863,9.51441675341657e-02,7.80538478831437e-02,9.89468764869737e-02,8.86830697365861e-02,1.47983107016565e-02,3.82541453680213e-02,3.31666988203818e-02,8.08023885332082e-02,1
S0022,04,2015,13438 Poway Rd,Poway,CA,92064,Existing,987598.44,197181.2,164498.16,228747.34,195962.55,18286.1,88546.25,66295.5,148255.1,2095370.64,0.471323984953803,9.4103256118927e-02,7.85055191954011e-02,0.109167960852978,9.35216645013218e-02,8.72690475418707e-03,4.22580369838531e-02,3.16390326057064e-02,7.07536400338224e-02,2
S0022,05,2015,13438 Poway Rd,Poway,CA,92064,Existing,1159719.83,222656.31,192698.67,286942.87,276159.98,41708.34,103384.46,85557.96,187926.79,2556755.21,0.453590482758809,8.70855016268844e-02,7.53684471811441e-02,0.112229308804264,0.108011896844829,1.63129969724399e-02,4.04358069148122e-02,3.34634929716248e-02,7.35020659251927e-02,3
S0022,06,2015,13438 Poway Rd,Poway,CA,92064,Existing,1041815.12,194904.8,178518.08,230000.03,267943.67,17100.61,102131.99,79100.24,180130.33,2291644.87,0.454614558144867,8.50501762081487e-02,7.78995394692198e-02,0.100364604049667,0.116921986258717,7.46215533823092e-03,4.45671104353966e-02,3.45167966623031e-02,7.86030734334505e-02,1
S0022,07,2015,13438 Poway Rd,Poway,CA,92064,Existing,1088344.8,210639.73,183367.42,243532.55,263225.56,13337.89,102644.83,82733.2,174434.25,2362260.23,0.460721806250787,8.91687238031349e-02,7.76237171803887e-02,0.103093023752087,0.111429535432682,5.64624076154387e-03,4.34519570267667e-02,3.50228983874482e-02,7.38420974051618e-02,2
S0022,08,2015,13438 Poway Rd,Poway,CA,92064,Existing,1105952.27,219359.94,181379.14,246520.41,217813.75,15755.75,108479.99,83696.21,166540.17,2345497.63,0.471521376041638,9.35238378390516e-02,7.73307709545628e-02,0.105103670473545,9.28646216538705e-02,6.71744443416897e-03,4.6250308937639e-02,3.56837751313353e-02,7.10041945341893e-02,2
S0022,09,2015,13438 Poway Rd,Poway,CA,92064,Existing,1104268.33,226475.84,181398.39,255225.31,195434.07,13849.33,101817.69,81485.22,159914.72,2319868.9,0.476004626813179,9.76244131726581e-02,7.81933798069365e-02,0.110017126398824,8.42435837645826e-02,5.96987614256995e-03,4.3889415475159e-02,3.51249245162086e-02,6.89326539098826e-02,2
S0022,10,2015,13438 Poway Rd,Poway,CA,92064,Existing,1237543.02,256403.09,196266.77,260745.27,205284.08,19370.18,105396.31,90517.09,154368.54,2525894.35,0.48994251085759,0.101509823639298,7.77018920051031e-02,0.103228889996923,8.12718394179867e-02,7.6686421979605e-03,4.17263334865926e-02,3.58356595555946e-02,6.1114408842951e-02,2
S0022,11,2015,13438 Poway Rd,Poway,CA,92064,Existing,1242674.61,270027.49,174518.19,274097.58,209498.59,19673.05,111687.59,91938.18,160900.66,2555015.94,0.486366676052909,0.105685246722962,6.8304149210122e-02,0.107278227000024,8.1995022700328e-02,7.69977583779771e-03,4.37130697509464e-02,3.59834076025373e-02,6.29744251223732e-02,2
S0022,12,2015,13438 Poway Rd,Poway,CA,92064,Existing,1210809.03,276716.33,170820.37,279929.64,202772.02,17398.83,142368.73,93015.05,200546.31,2594376.31,0.466705244467793,0.10666005888714,6.58425569727778e-02,0.107898626317629,7.81582915394413e-02,6.706363272335e-03,5.48758980920544e-02,3.58525668159528e-02,7.73003936348771e-02,2
S0023,01,2015,5922 Edinger Ave,Huntington Beach,CA,92649,Existing,622894.71,165045.75,123336.29,158402.14,139501.43,7349.66,49538.66,46453.69,104428.77,1416951.1,0.43960212176694,0.116479496010836,8.70434343147057e-02,0.111790830325761,9.84518308359407e-02,5.18695387582536e-03,3.49614464465287e-02,3.27842576924497e-02,7.36996287310127e-02,3
S0023,02,2015,5922 Edinger Ave,Huntington Beach,CA,92649,Existing,557720.86,137272.23,105793.39,138280.23,135807.03,15528.12,45973.01,44532.24,90688.58,1271595.69,0.438599206010206,0.107952732994872,8.31973486792802e-02,0.108745437789271,0.106800479954442,1.22115229880969e-02,3.61537950793149e-02,3.50207541203604e-02,7.13187223841565e-02,3
S0023,03,2015,5922 Edinger Ave,Huntington Beach,CA,92649,Existing,667645.62,164909.53,131498.42,163945.36,167747.87,24622.33,56193.52,52235.75,111003.95,1539802.35,0.433591765852286,0.107097855773502,8.53995449480902e-02,0.106471690993328,0.108941170274224,1.59905782712957e-02,3.64939824906749e-02,3.39236720868753e-02,7.20897393097237e-02,3
S0023,04,2015,5922 Edinger Ave,Huntington Beach,CA,92649,Existing,575317.14,138927.3,114171.16,144161.26,149273.44,12867.29,51026.57,44009.13,90961.24,1320714.53,0.435610517588536,0.105191013534166,8.6446508618331e-02,0.109153989545341,0.113024757893744,9.74267315738549e-03,3.86355785757881e-02,3.33222123330467e-02,6.88727487536614e-02,3
S0023,05,2015,5922 Edinger Ave,Huntington Beach,CA,92649,Existing,655837.79,150249.77,128917.99,164069.02,179543.43,21634.12,59417.7,51944.55,102516.53,1514130.9,0.43314471027571,9.92316912626247e-02,8.51432263881545e-02,0.108358544165501,0.118578539015352,1.42881437793787e-02,3.92421157246048e-02,3.4306512072371e-02,6.77065173163034e-02,3
S0023,06,2015,5922 Edinger Ave,Huntington Beach,CA,92649,Existing,629487.38,145461.09,125586.21,155700.19,188790.4,12605.22,59825.91,53976.6,104585.77,1476018.77,0.426476541351842,9.85496207477091e-02,8.50844261282667e-02,0.105486592152212,0.127905148523281,8.54001334955924e-03,4.05319439128813e-02,3.65690471537838e-02,7.08566666804651e-02,3
S0023,07,2015,5922 Edinger Ave,Huntington Beach,CA,92649,Existing,617183.48,145040.64,127094.86,156011.73,180222.74,10590.91,58064.19,52853.22,103264.43,1450326.2,0.425548045674139,0.100005529790471,8.76319134274759e-02,0.107570096989215,0.124263589804832,7.30243306643705e-03,4.00352624120008e-02,3.64422982912396e-02,7.12008305441907e-02,3
S0023,08,2015,5922 Edinger Ave,Huntington Beach,CA,92649,Existing,652528.46,157605.72,128913.26,165662.31,156993.46,12313.97,58879.4,56221.39,101131.57,1490249.54,0.437865231617518,0.10575793903617,8.65044789747092e-02,0.111164141006881,0.105347095091202,8.26302553329425e-03,3.9509758882395e-02,3.77261582647427e-02,6.78621715930877e-02,3
S0023,09,2015,5922 Edinger Ave,Huntington Beach,CA,92649,Existing,642883.33,158081.39,126974.11,163178.66,141146.39,9697.42,56496.73,53231.93,100667.37,1452357.33,0.442648180802723,0.108844694576644,8.74262190008019e-02,0.112354347397414,9.71843409913454e-02,6.67702073015323e-03,3.89000205617443e-02,3.66520889180902e-02,6.93130870210845e-02,2
S0023,10,2015,5922 Edinger Ave,Huntington Beach,CA,92649,Existing,695221.41,173555.42,133149.13,166716.19,143988.23,12279.04,57773.03,60306.81,101327.31,1544316.57,0.450180632329808,0.112383317884105,8.62188055134317e-02,0.107954672790955,9.32375089389865e-02,7.95111587775037e-03,3.74100952630457e-02,3.90508080865829e-02,6.56130433153353e-02,2
S0023,11,2015,5922 Edinger Ave,Huntington Beach,CA,92649,Existing,710541.96,188343.21,124447.36,181335.3,160337.57,14269.47,57686.38,62610.74,94042.52,1593614.51,0.445868154149776,0.118186179165751,7.80912568372636e-02,0.113788685320141,0.100612518895802,8.9541541636691e-03,3.61984530374287e-02,3.92885102432959e-02,5.90120881868727e-02,2
S0023,12,2015,5922 Edinger Ave,Huntington Beach,CA,92649,Existing,696194.09,197348.05,121622.28,181117.46,150173.07,13994.93,67211.19,61738.93,128635.05,1618035.05,0.430271328176729,0.121967722516271,7.51666535283028e-02,0.111936672818058,9.28120005805808e-02,8.6493367371739e-03,4.15387725995182e-02,3.81567321424836e-02,7.95007809008835e-02,2
S0024,01,2015,15740 La Forge St,Whittier,CA,90603,Existing,901188.73,222678.54,168627.53,204101.92,193016.6,6619.97,74652.21,40826.15,152102.54,1963814.19,0.458897147494387,0.113390839690388,8.58673548947113e-02,0.103931380595636,9.82865899344581e-02,3.37097574389153e-03,3.8013886639652e-02,2.07892122421215e-02,7.74526127647545e-02,1
S0024,02,2015,15740 La Forge St,Whittier,CA,90603,Existing,813494.93,195379.29,150441.16,191395.98,198450.49,14235.11,65490.75,39305.95,139846.79,1808040.45,0.449931819832902,0.108061348959311,8.32067446278649e-02,0.105858240063158,0.109759983522493,7.87322540267282e-03,3.62219495697676e-02,2.1739530219028e-02,7.73471578028025e-02,1
S0024,03,2015,15740 La Forge St,Whittier,CA,90603,Existing,992029.9,229370.06,192463.58,226684.12,237661.15,18989.83,81062.03,48377.23,160202.7,2186840.6,0.453636126931245,0.104886501558458,8.80098805555375e-02,0.103658273035538,0.10867785699607,8.68368275218596e-03,3.70681018086092e-02,2.21219735905763e-02,7.32576027717795e-02,3
S0024,04,2015,15740 La Forge St,Whittier,CA,90603,Existing,855931.36,192175.45,157401.93,192316.7,222065.11,10575.62,72573.71,41741.19,134726.71,1879507.78,0.455401871228221,0.102247754462607,8.37463572510458e-02,0.102322907117735,0.118150673470476,5.62680299200464e-03,3.86131468953004e-02,2.22085752685738e-02,7.16819113140356e-02,1
S0024,05,2015,15740 La Forge St,Whittier,CA,90603,Existing,970784,207997.99,180450.12,224891.64,267642.32,16980.76,85412.41,50189.7,154093.51,2158442.45,0.449761354535999,9.63648532764911e-02,8.36020066228775e-02,0.104191631331194,0.123997894870906,7.86713585993456e-03,3.9571316807636e-02,2.32527394927764e-02,7.13910672021855e-02,3
S0024,06,2015,15740 La Forge St,Whittier,CA,90603,Existing,892907.23,193286.74,173107.31,205935.79,274358.76,8502.51,90352.84,47636.62,148208.65,2034296.45,0.43892679948392,9.50140477313422e-02,8.50944364573806e-02,0.101231946799101,0.134866656233903,4.17958257755402e-03,4.44147852688825e-02,2.34167542296994e-02,7.2854991218217e-02,3
S0024,07,2015,15740 La Forge St,Whittier,CA,90603,Existing,877451.4,193806.96,173491.51,199157.22,256450.33,7635.48,83284.95,47943,150381.33,1989602.18,0.441018515570786,9.7409905330924e-02,8.71990952482772e-02,0.100099015774098,0.128895279959936,3.83769181435055e-03,4.18601019023813e-02,2.4096776974782e-02,7.55836174244642e-02,3
S0024,08,2015,15740 La Forge St,Whittier,CA,90603,Existing,942768.03,211257.85,173228.14,215113.62,228478.47,8995.97,88790.91,49063.45,148798.08,2066494.52,0.456216080360087,0.102230055756451,8.38270502648127e-02,0.104095906337076,0.110563307953994,4.35325132146975e-03,4.29669225544329e-02,2.37423566939824e-02,7.2005068757695e-02,2
S0024,09,2015,15740 La Forge St,Whittier,CA,90603,Existing,955536.3,198418.55,154368.83,221109.25,210338.36,7127.83,93324.78,48011.56,144849.17,2033084.63,0.469993371599096,9.75948305703339e-02,7.59283837584272e-02,0.108755556329202,0.103457749321532,3.50591898380541e-03,4.59030473315811e-02,2.36151310631865e-02,7.12460110428359e-02,2
S0024,10,2015,15740 La Forge St,Whittier,CA,90603,Existing,1007147.04,224284.91,174827.78,222956.77,202197.89,9120.42,87547.23,51135.48,144076.47,2123293.99,0.474332355643318,0.105630643262924,8.23379997416184e-02,0.105005134027625,9.52284002838439e-02,4.29541083003772e-03,4.12317985226342e-02,2.40830898786654e-02,6.78551678093338e-02,2
S0024,11,2015,15740 La Forge St,Whittier,CA,90603,Existing,993492.97,236751.95,161538.12,233820.59,214492.94,11809.69,81424.89,49170.35,141461.72,2123963.22,0.467754319210857,0.111467066741391,7.60550458119515e-02,0.11008692984806,0.100987125379695,5.56021398524971e-03,3.83362994393095e-02,2.31502831767492e-02,6.6602716406737e-02,2
S0024,12,2015,15740 La Forge St,Whittier,CA,90603,Existing,958168.87,245165.57,154445.24,233459.13,204648.17,11625.47,104757.46,49528.58,194322.48,2156120.97,0.444394764176891,0.113706778706391,7.16310643739066e-02,0.108277380187996,9.49149759440445e-02,5.39184496684339e-03,4.85860772459349e-02,2.29711508255495e-02,9.01259635724428e-02,2
S0025,01,2015,2684 N Tustin St,Orange,CA,92865,Existing,1201487.66,287160.48,207147.47,287211.96,262323.29,7885.03,106378.77,73370.57,162382.55,2595347.78,0.462938982304715,0.110644316038446,7.98149179066861e-02,0.110664151530397,0.101074427104332,3.03814003686242e-03,4.09882524491573e-02,2.82700340067719e-02,6.25667786226322e-02,2
S0025,02,2015,2684 N Tustin St,Orange,CA,92865,Existing,1050453.23,240491.86,186352.96,249312.11,254277.85,16775.35,92002.19,67701.31,145357.4,2302724.26,0.456178470104797,0.104437975565516,8.09271710195992e-02,0.108268329964961,0.110424793110053,7.28500163541075e-03,3.99536286641632e-02,2.94005283984805e-02,6.31241015370203e-02,2
S0025,03,2015,2684 N Tustin St,Orange,CA,92865,Existing,1336848.62,293204.99,233526.82,287704.64,315698.39,25923.62,113068.33,83978.96,183230.39,2873184.76,0.46528459937954,0.102048776703103,8.12780379636985e-02,0.100134402773318,0.109877510974964,9.0226080692423e-03,3.93529617635867e-02,2.92285275799667e-02,6.37725747925796e-02,3
S0025,04,2015,2684 N Tustin St,Orange,CA,92865,Existing,1104649.37,241778.41,195276.06,241813.49,276096.78,14044.77,101029.97,67733.79,136626.26,2379048.9,0.464323944749517,0.101628180068094,8.20815662931518e-02,0.101642925456471,0.11605342790558,5.90352304233847e-03,4.24665377832293e-02,2.84709532452233e-02,5.74289414563946e-02,2
S0025,05,2015,2684 N Tustin St,Orange,CA,92865,Existing,1282571.88,273977.68,231387.25,288677.14,343854.59,23110.86,116973.25,81901.91,159168.48,2801623.04,0.457796020980753,9.77924853159403e-02,8.25904294390726e-02,0.103039251133514,0.122734067035657,8.24909692347476e-03,4.17519588930851e-02,2.92337365986254e-02,5.68129536798784e-02,3
S0025,06,2015,2684 N Tustin St,Orange,CA,92865,Existing,1140910.32,240989.3,215211.26,253597.22,350542.91,12186.42,111838.93,80146,148269.77,2553692.13,0.446768937647938,9.43689715643209e-02,8.42745519210258e-02,9.93061054701218e-02,0.137269056783286,4.77207877051334e-03,4.37949934082305e-02,3.13843626874474e-02,5.80609417471165e-02,3
S0025,07,2015,2684 N Tustin St,Orange,CA,92865,Existing,1199124.82,223130.36,189937.76,275671.62,346783.76,6303.29,123943.11,79700.98,166470.7,2611066.4,0.459247156640674,8.54556437170652e-02,7.27433664651347e-02,0.105578172964119,0.132813075914117,2.41406729449699e-03,4.74683868629308e-02,3.05243022544352e-02,6.37558278870273e-02,2
S0025,08,2015,2684 N Tustin St,Orange,CA,92865,Existing,1225741.52,269173.42,209262.31,279632.19,299775.96,11438.58,112203.95,83555.06,152779.56,2643562.55,0.463670330024913,0.101822224709606,7.91592050659062e-02,0.105778541158408,0.11339847434289,4.32695643989963e-03,4.24442198275202e-02,3.16069918602834e-02,5.77930565705737e-02,2
S0025,09,2015,2684 N Tustin St,Orange,CA,92865,Existing,1202243.24,278109.83,215974.32,288597.26,267041.79,9614.97,105350.74,79461.49,139722.67,2586116.31,0.464883669520649,0.107539567700263,8.3512995592994e-02,0.111594849343802,0.10325977565951,3.71791862679216e-03,4.07370463550419e-02,3.07261857066282e-02,5.40279914943191e-02,2
S0025,10,2015,2684 N Tustin St,Orange,CA,92865,Existing,1288507.08,297655.48,219598.6,281284.21,258693.88,12762.67,102713.87,88817.34,136121.56,2686154.69,0.479684615631723,0.11081099726241,8.17520304461691e-02,0.104716311032705,9.63063970079847e-02,4.75127886249917e-03,3.82382557424494e-02,3.30648641832314e-02,5.06752498308279e-02,2
S0025,11,2015,2684 N Tustin St,Orange,CA,92865,Existing,1278767.23,306896.58,203606.07,278086.65,277795.35,12636.18,109973.75,86871.94,137334.82,2691968.57,0.475030520137165,0.114004518262262,7.56346386317579e-02,0.103302339075972,0.103194128302917,4.69402954433454e-03,4.08525386312367e-02,3.22707853903361e-02,5.10165020240188e-02,2
S0025,12,2015,2684 N Tustin St,Orange,CA,92865,Existing,1159344.17,325667.24,186608.2,275148.04,245615.75,13434.78,128767.89,88454.23,171392.22,2594432.52,0.446858479094303,0.125525423185799,7.19264033893624e-02,0.106053265166442,9.46703173455442e-02,5.17831159470665e-03,4.96323912868622e-02,3.40938641950109e-02,6.60615447419692e-02,2
S0026,01,2015,2039 Verdugo Blvd,Montrose,CA,91020,Existing,808036.55,193524.98,141260.23,175887.13,178849.97,8392.07,58449.99,47246.16,129126.8,1740773.88,0.464182372727238,0.111171808253465,8.11479489800249e-02,0.101039619229581,0.102741643848654,4.82088460564447e-03,3.35770146091576e-02,2.71408943704969e-02,7.41778133757384e-02,1
S0026,02,2015,2039 Verdugo Blvd,Montrose,CA,91020,Existing,719189.67,164191.88,124509.26,161339.32,175017.08,18921.9,52647.3,46380.81,113148.23,1575345.45,0.456528230046305,0.104225952472837,7.90361631475814e-02,0.10241520042477,0.111097588151221,1.20112702899545e-02,3.3419527126574e-02,2.94416757924429e-02,7.18243925483138e-02,3
S0026,03,2015,2039 Verdugo Blvd,Montrose,CA,91020,Existing,852909.19,190666.75,152416.61,180482.39,208188.89,22984.63,61917.93,56176.07,130249.25,1855991.71,0.45954364203491,0.10273038881192,8.21213851219196e-02,9.72431013713957e-02,0.112171239170028,1.23840154436897e-02,3.33611026743218e-02,3.02674142871037e-02,7.01777110847117e-02,3
S0026,04,2015,2039 Verdugo Blvd,Montrose,CA,91020,Existing,742592.46,163772.04,129796.31,158475.48,190792.76,13947.82,59687.38,47193.55,109046.33,1615304.13,0.459722999655798,0.101387743000447,8.03541002523159e-02,9.8108756770157e-02,0.118115688839352,8.63479498439715e-03,3.69511715419189e-02,2.92165104536692e-02,6.75082345019448e-02,3
S0026,05,2015,2039 Verdugo Blvd,Montrose,CA,91020,Existing,819073.96,175937.76,144149.08,180059.53,228139.41,21483.09,68116.9,55838.8,122303.84,1815102.37,0.451254966958145,9.69299378965606e-02,7.9416501450549e-02,9.9200757475734e-02,0.125689555460169,1.18357456610009e-02,3.75278557980176e-02,3.07634439373246e-02,6.73812353624991e-02,3
S0026,06,2015,2039 Verdugo Blvd,Montrose,CA,91020,Existing,788121.82,167219.14,142058.35,166790.31,244956.95,12086.96,67972.85,55829.16,120147.27,1765182.81,0.446481698969185,9.47319105152627e-02,8.04779817677921e-02,9.44889725047798e-02,0.138771434104324,6.84742675462605e-03,3.85075413237227e-02,3.16279762547654e-02,6.80650578055425e-02,3
S0026,07,2015,2039 Verdugo Blvd,Montrose,CA,91020,Existing,773695.86,171702.11,135657.27,167791.93,237279.11,11133.44,69180.07,55539.01,122924.15,1744902.95,0.443403376674903,9.84020973773928e-02,7.77448797367212e-02,9.61611819155902e-02,0.135984130234865,6.3805497033517e-03,3.9646944261284e-02,3.18292831128516e-02,7.04475569830402e-02,3
S0026,08,2015,2039 Verdugo Blvd,Montrose,CA,91020,Existing,815532.68,184497.96,142102.17,179130.54,204930.46,13376.27,71709.07,56044.22,120387.98,1787711.35,0.456188120078781,0.10320343941431,7.94883189615594e-02,0.100201041963514,0.11463285725629,7.48234327650266e-03,4.0112219458695e-02,3.13497030714718e-02,6.73419565188754e-02,3
S0026,09,2015,2039 Verdugo Blvd,Montrose,CA,91020,Existing,806025.88,190130.44,141566.61,186052.07,187198.73,10872.42,66614.8,52733.7,116678.21,1757872.86,0.458523422450472,0.108159380764318,8.05329061169987e-02,0.10583932105306,0.106491620787638,6.18498655244043e-03,3.78951183079304e-02,2.99985859045574e-02,6.63746580625859e-02,2
S0026,10,2015,2039 Verdugo Blvd,Montrose,CA,91020,Existing,864072.99,203026.25,146725.79,186783.51,182985.77,14142.21,68637.86,57756.4,112601.7,1836732.48,0.470440306037382,0.110536647122394,7.9884137509236e-02,0.101693366907738,9.96257059710732e-02,7.69965694731984e-03,3.73695465983157e-02,3.14451890130456e-02,6.1305443893495e-02,2
S0026,11,2015,2039 Verdugo Blvd,Montrose,CA,91020,Existing,875370.68,210843.07,135315.88,189582.33,191450.31,16608.17,67202.11,58223.07,116029.91,1860625.53,0.470471175357892,0.113318379545184,7.27260148902719e-02,0.101891717029165,0.10289566971598,8.92612174358373e-03,3.61180199435402e-02,3.12922020370214e-02,6.2360699737362e-02,2
S0026,12,2015,2039 Verdugo Blvd,Montrose,CA,91020,Existing,847184.41,220846.88,128604.16,187167.88,182194.61,12894.91,86969.7,59610.89,139128.19,1864601.63,0.454351426261491,0.118441857202495,6.89713866655796e-02,0.100379553996207,9.77123515654118e-02,6.91563806044726e-03,4.66425099070626e-02,3.19697725459996e-02,7.46155037953067e-02,2
