Store,Month,Year,Address,City,State,Zip,Type,Sum_Dry_Grocery,Sum_Dairy,Sum_Frozen_Food,Sum_Meat,Sum_Produce,Sum_Floral,Sum_Deli,Sum_Bakery,Sum_General_Merchandise,Total_sales,%_Dry_Grocery,%_Dairy,%_Frozen_Food,%_Meat,%_Produce,%_Floral,%_Deli,%_Bakery,%_General_Merchandise
S0012,12,2014,1124 W Ocean Ave,Lompoc,CA,93436,Existing,1657151.78,399279.29,239519.43,395560.01,303085.37,26622.92,205071.01,70947.2,275850.06,3573087.07,0.463787125120351,0.11174630849396,6.7034311033456e-02,0.110705393473661,8.48245128266634e-02,7.45095752732385e-03,5.73932305545524e-02,1.98559952808539e-02,7.72021656891781e-02
S0012,12,2015,1124 W Ocean Ave,Lompoc,CA,93436,Existing,1906625.34,463464.7,266581.57,482270.44,344848.12,27249.24,192008.06,73838.58,407856.28,4164742.33,0.457801513017013,0.111282922994182,6.40091388318854e-02,0.115798386019238,8.28017900449558e-02,6.54283935015975e-03,4.61032267511253e-02,1.77294473821625e-02,9.79307356092784e-02
S0013,01,2013,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1420922.4,297776.03,224779.97,315317.69,270768.66,14329.25,127517.72,103265,286073.85,3060750.57,0.464239854736023,9.72885647457382e-02,7.34394929803117e-02,0.103019727608839,8.84647911704873e-02,4.68161311164928e-03,4.16622384227801e-02,3.37384565119921e-02,9.34652607121788e-02
S0013,01,2014,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1456245.79,318005.42,246665.74,390934.04,302704.5,16514.9,131678.33,116794.43,256240.16,3235783.31,0.45004428618553,9.82777242892695e-02,7.62306113755188e-02,0.120815889862538,9.35490640131894e-02,5.10383372983032e-03,4.06944215309646e-02,3.60946388588672e-02,7.91895301542921e-02
S0013,01,2015,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1474632.84,320920.51,239129.93,399842.2,284544.68,14580.2,143838.41,106738.49,302200.42,3286427.68,0.448703876544759,9.76502577412566e-02,7.27628760721733e-02,0.121664688510657,8.6581756151713e-02,4.43648892343799e-03,4.37674046124149e-02,3.24785756429607e-02,9.19540758006274e-02
S0013,02,2013,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1795203.82,357972.28,250543.72,455020.8,330098.06,22880.83,152206.82,112867.87,314743.17,3791537.37,0.473476493784367,9.44134911691507e-02,6.60797179482897e-02,0.120009578067274,8.70617978374297e-02,6.03471040033558e-03,4.01438269352993e-02,2.97683654374742e-02,8.30120184203802e-02
S0013,02,2014,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1235239.66,271076.73,212027.26,313029.7,267627.27,40539.17,115776.87,108123.17,264566.48,2828006.31,0.436788155539865,9.58543582599008e-02,7.49741113555012e-02,0.11068918018079,9.46346085062307e-02,1.43348937577158e-02,4.09393959237665e-02,3.82330016795472e-02,9.35522947966831e-02
S0013,02,2015,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1360012.24,275633.43,220518.93,351897.75,288146.36,29397.36,128286.7,101033.71,290947.56,3045874.04,0.446509679041094,9.04940343494966e-02,7.23992283016405e-02,0.115532600947608,9.46021917570826e-02,9.65153503196081e-03,4.21181894967659e-02,3.31706789818531e-02,9.55218620924981e-02
S0013,03,2012,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1725371.99,364540.25,268244.98,399912.13,351314.29,46308.25,139701.99,115586.13,365172.84,3776152.85,0.456912645895677,9.65374719934867e-02,7.10365789350926e-02,0.105904645782546,9.30349760603573e-02,1.22633409820792e-02,3.69958514788404e-02,3.06094945282737e-02,9.6704994343648e-02
S0013,03,2013,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1604355.37,330479.89,266080.29,379657.35,340981.35,21957.63,141223.23,121479.79,332853.84,3539068.74,0.45332698737013,9.33804665235183e-02,7.51837021396765e-02,0.107276059859747,9.6347761247497e-02,6.20435250432576e-03,3.99040652711368e-02,3.43253547542001e-02,9.4051250329769e-02
S0013,03,2014,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1320415.5,329836.96,224766.9,343687.39,296335.13,21817.47,122431.17,107313.39,247330.98,3013934.89,0.438103525189292,0.109437320990036,7.4575897689681e-02,0.114032785227155,9.83216760863736e-02,7.23886573409023e-03,4.0621703675888e-02,3.56057426310228e-02,8.20624827764611e-02
S0013,03,2015,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1683903,340351.63,296802.32,414712.91,343391.01,50907.9,149401.37,121851.48,365642.36,3766963.98,0.447018609400136,9.03517081148198e-02,7.87908569277055e-02,0.110092082696262,9.11585594720765e-02,1.35143049602508e-02,3.96609499833869e-02,3.23473971736783e-02,9.70655312716847e-02
S0013,04,2012,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1565826.88,319378.05,271808.86,382826.82,344233.31,25860.02,140221.96,100584.24,319254.74,3469994.88,0.45124760529906,9.20399196669708e-02,0.07833119915151,0.110324894773332,9.92028293713217e-02,7.45246632755838e-03,4.04098463684189e-02,2.89868554503458e-02,9.20043835914824e-02
S0013,04,2013,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1466774.67,323585.15,232578.86,358373.86,307931.93,49339.12,134587.44,109075.47,330209.63,3312456.13,0.44280576479665,9.76873767683679e-02,7.0213415928319e-02,0.10818976793513,9.29618138067236e-02,1.48950259455964e-02,4.06307086699439e-02,3.29288798762144e-02,9.96872462730548e-02
S0013,04,2014,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1283336.22,285133.53,210412.37,302108.06,284130.67,48993.49,112889.34,105663,287369.89,2920036.57,0.43949320127864,9.76472462466455e-02,7.20581283678923e-02,0.103460368648739,9.73038053424105e-02,1.67783823337528e-02,3.86602486968168e-02,3.61855057178274e-02,9.84131133672754e-02
S0013,04,2015,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1254048.77,251236.12,223070.04,314403.39,263418.2,20706.11,129272.69,93631.28,259052.64,2808839.24,0.446465127708768,8.94448199178534e-02,7.94171616599888e-02,0.111933565126354,9.37818712615251e-02,7.37176756331558e-03,4.60235274981419e-02,3.33345100946397e-02,9.22276491694128e-02
S0013,05,2012,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1634388.06,321011.34,276275.41,397898.94,396175.84,61298,143449.69,108286.45,384988.32,3723772.05,0.438906581298391,8.62059588207071e-02,7.41923528858325e-02,0.106853731822817,0.10639100210229,1.6461265398885e-02,3.85226829338278e-02,2.90797740962689e-02,0.103386650640981
S0013,05,2013,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1543276.89,300379.45,257727.28,381163.35,324411.7,54784.85,136674.12,122548.94,344387.24,3465353.82,0.445344680561363,8.66807447673554e-02,7.43725730147809e-02,0.10999262118637,9.36157509018805e-02,1.58093091919832e-02,3.94401631403976e-02,3.53640483383599e-02,9.93801088975093e-02
S0013,05,2014,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1338280.31,265933.1,314145.67,373148.76,337918.82,69295.09,131879.41,116342.37,289140.19,3236083.72,0.413549347233823,8.21774474981753e-02,9.70758784942684e-02,0.115308747327464,0.104422150116685,2.14132562676716e-02,4.07527806480853e-02,3.59515946021322e-02,8.93487978116957e-02
S0013,05,2015,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1426294.08,274364.79,257636.99,354906.32,318642.41,46166.82,138484.8,109707.14,312346.24,3238549.59,0.440411375636833,8.47184155670131e-02,7.95532020863698e-02,0.109588045554677,9.83904680613521e-02,1.42554000539482e-02,4.27613646638648e-02,3.38753929656516e-02,9.64463354102909e-02
S0013,06,2012,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1598784.69,305728.31,295395.2,379630.51,404824.36,24883.13,152416.4,106600.98,336630.63,3604894.21,0.443503913530933,8.48092321688408e-02,8.19428207298211e-02,0.10530975054605,0.112298540932773,6.90259645649906e-03,4.22804085560114e-02,2.95711812303086e-02,9.33815558487637e-02
S0013,06,2013,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1536915.57,291399.1,273245.95,363719.7,345943.01,24022.1,146695.69,119275.18,310011.93,3411228.23,0.450546098464951,8.54235132780899e-02,8.0101925633982e-02,0.106624264187682,0.101413035620897,7.04206766018701e-03,4.30037746257746e-02,3.49654646238666e-02,9.08798559045696e-02
S0013,06,2014,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1233985,272397.59,231061.97,296957.56,324281.77,27216.6,136788.51,108937.88,258610.96,2890237.84,0.426949292173131,9.42474651151893e-02,7.9945659420195e-02,0.102745025302139,0.112198991208281,9.41673367614618e-03,4.73277693990748e-02,3.76916662332537e-02,0.08947739747259
S0013,06,2015,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1367929.13,263568.8,251009.58,327689.18,357794.83,25781.88,145599.85,109335.26,297512.87,3146221.38,0.43478476711642,8.37731259711928e-02,7.97812835408296e-02,0.104153249381326,0.113722076988746,8.1945536839496e-03,4.62776875542051e-02,3.47512926760418e-02,9.45619630872892e-02
S0013,07,2012,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1577029.09,327771.5,289394.97,393566.14,418893.8,16984.82,163072,111083.27,346984.02,3644779.61,0.432681604581299,8.99290314017094e-02,7.93998543028504e-02,0.107980778568941,0.114929802298801,4.66004033643066e-03,4.47412511726601e-02,3.04773626628141e-02,9.52002746744953e-02
S0013,07,2013,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1523280.05,301060.55,277692.26,363663.67,374599.86,18940.72,154865.19,120043.69,297423.77,3431569.76,0.44390181652609,8.77326037515845e-02,8.09228077589773e-02,0.105975893085152,0.109162828151277,5.51954974681908e-03,4.51295473591072e-02,3.49821505595736e-02,8.66728030614187e-02
S0013,07,2014,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1295579.88,258905.8,235042.81,329591.28,319098.83,18557.15,155252.11,116857.74,260094.69,2988980.29,0.433452132265482,8.66201094956033e-02,7.86364536381737e-02,0.110268803411882,0.106758425630167,6.20852203746048e-03,5.19414967436938e-02,3.90961895570078e-02,8.70178672205296e-02
S0013,07,2015,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1394508.28,274102.74,266456.26,356073.74,356988.27,16572.26,216529.15,111769.44,286165.18,3279165.32,0.425263182522313,8.35891799441207e-02,8.12573426459633e-02,0.108586699739798,0.108865590832731,5.05380436262969e-03,6.60317882356721e-02,3.40847225110322e-02,8.72676892057397e-02
S0013,08,2012,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1527994.27,313885.02,273024.02,386075.43,361556.78,16430.28,153501.02,107788.11,295122.69,3435377.62,0.444782041166118,9.13684184738911e-02,7.94742384099248e-02,0.112382239364999,0.105245134594549,4.78267073300664e-03,4.46824299914954e-02,3.1375913195825e-02,8.59069140701918e-02
S0013,08,2013,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1495750.71,303678.68,263172.2,376334.33,321760.75,15563.32,160034.94,116213.11,290791.13,3343299.17,0.447387635369766,9.08320388211026e-02,7.87163178101109e-02,0.112563761381845,9.62404898990838e-02,4.65507847447586e-03,4.78673704812364e-02,3.47600092276516e-02,8.69772985347285e-02
S0013,08,2014,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1247679.43,270130.24,245457.41,317675.28,280685.02,23735.85,164276.77,109774.51,241953.77,2901368.28,0.430031388500601,9.31044300243056e-02,8.46005699076575e-02,0.109491539626262,9.67422929156722e-02,8.18091593666972e-03,5.66204473704386e-02,3.78354277727197e-02,8.33929879456737e-02
S0013,08,2015,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1482172.92,296082.16,260883.34,379655.81,305666.52,19146.03,152384.37,113763.34,287063.07,3296817.56,0.449576870125625,8.98084757835371e-02,7.9131870433255e-02,0.115158270996348,9.27156308885955e-02,5.80742781532625e-03,4.6221656863536e-02,3.45070171247207e-02,8.7072779969056e-02
S0013,09,2012,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1507522.81,306907.6,245085.45,389994.82,297365.89,19190.71,137109.98,104273.09,279091.43,3286541.78,0.458695769265407,9.33831426904909e-02,7.45724431350451e-02,0.118664190540125,9.04798751714028e-02,5.83918029485692e-03,4.17186176772109e-02,3.17272978650526e-02,8.49194833604093e-02
S0013,09,2013,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1577670.08,316744.19,245135.51,377205.22,300572.24,17893.89,160900.9,115829.21,284740.99,3396692.23,0.464472484750259,9.32507770949857e-02,7.21688906150911e-02,0.111050750099899,8.84896892763228e-02,5.26803395431561e-03,4.73698790190361e-02,3.41005902674909e-02,8.38289049225988e-02
S0013,09,2014,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1177466.52,262181.72,209178.62,298883.67,236106.68,18773.62,146884.35,104814.87,233370.45,2687660.5,0.438100913415217,9.75501630507276e-02,7.78292570806469e-02,0.111205887053071,8.78484019838071e-02,6.98511586563853e-03,5.46513780293307e-02,3.89985528306124e-02,8.68303306909485e-02
S0013,09,2015,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1389322.67,283677.94,242691.69,361748.29,253211.87,18568.83,142619.79,108565.27,272706.36,3073112.71,0.452089721759668,9.23096439245146e-02,7.89725964850798e-02,0.117713967607781,8.23958942918172e-02,6.04235241342645e-03,4.64089031085358e-02,3.53274611916203e-02,8.87394592175566e-02
S0013,10,2012,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1459807.5,307007.34,215485.75,345620.89,279635.54,18058.66,132156.32,107443.21,309359.3,3174574.51,0.459843514588038,9.67081853120531e-02,6.7878624149855e-02,0.108871563389451,8.80859904592379e-02,5.68852926372171e-03,4.16296166883795e-02,3.3844916747599e-02,9.74490594016645e-02
S0013,10,2013,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1422806.07,322516.95,231733.79,379329.62,258089.64,20380.54,153774.78,115066.86,302021.54,3205719.79,0.443833573488967,0.100606718967162,7.22876000338133e-02,0.118329000926185,8.05091077533012e-02,6.35755503758487e-03,4.79688775293738e-02,3.58942351602103e-02,9.42133311034025e-02
S0013,10,2014,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1318595.93,283325.43,209573.82,330480.41,255142.84,31787.34,155816.36,115833.03,265354.34,2965909.5,0.444584007030558,9.55273348697929e-02,7.06608950812559e-02,0.111426329764951,8.60251602417404e-02,1.07175690964273e-02,5.25357769682453e-02,3.90548093257734e-02,8.94681176212558e-02
S0013,10,2015,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1505349.86,281141.25,235112.8,368245.19,275999.82,21160.24,156540.35,115679.59,323987.74,3283216.84,0.458498458481347,8.56298148129625e-02,7.16105001459483e-02,0.112159874886607,8.40638414854134e-02,6.44497181611678e-03,4.76789556184172e-02,3.52336125322749e-02,9.8679970220913e-02
S0013,11,2012,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1512179.02,327126.67,221483.54,377761.08,284384.13,18757.34,131559.58,103183.61,311157.05,3287592.02,0.459965534287919,9.95034262189261e-02,6.73695332792541e-02,0.114905097013832,8.6502257053173e-02,5.70549505105564e-03,4.00170030830042e-02,3.13857709144823e-02,9.46458830983535e-02
S0013,11,2013,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1557695.29,331487.11,232953.85,452890.21,280673.7,21215.45,140700.81,115498.98,307681.45,3440796.85,0.452713530588125,9.63402154939778e-02,6.77034594471917e-02,0.131623641192301,8.15722962545725e-02,6.16585370333619e-03,4.08919259502345e-02,3.35675092239171e-02,8.94215681463438e-02
S0013,11,2014,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1265106.88,310228.58,203415.74,343314.76,260643.97,26064.23,157215.6,111699.03,183727.4,2861416.19,0.442126134751478,0.108417846059646,7.10891832900407e-02,0.119980714864132,9.10891505090701e-02,9.10885668819816e-03,5.49432831719597e-02,3.90362752508226e-02,6.42085554146529e-02
S0013,11,2015,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1617133.72,347572.26,243575.59,436608.06,300912.87,22303.34,141071.04,126828.76,282335.36,3518341,0.459629615207849,9.8788679096199e-02,6.92302394793455e-02,0.124094867438944,8.55269202160905e-02,6.33916382749711e-03,4.00958974698587e-02,3.60478873423582e-02,8.0246729921858e-02
S0013,12,2012,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1822288.87,403257.61,237634.27,405493.29,309950.46,25556.9,177790.22,124044.7,449736.8,3955753.12,0.460667997905794,0.101942056990655,6.00730790803244e-02,0.102507228762547,7.83543488679597e-02,6.46069135881766e-03,4.49447209182761e-02,3.13580489573121e-02,0.113691827158314
S0013,12,2013,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1682009.52,396235.31,236348.22,424800.45,307692.68,23347.7,185223.46,127722.48,428421.78,3811801.6,0.44126365863323,0.103949615321007,6.20043341185438e-02,0.111443483837144,8.07210637615557e-02,6.12510892487164e-03,4.85921040591409e-02,3.35071164249472e-02,0.112393514919559
S0013,12,2014,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1357449.63,330329.87,203768.95,346149.14,267498.57,25633.07,190708.71,117487.39,260322.21,3099347.54,0.437979159316867,0.106580454672082,6.57457569279243e-02,0.111684519252075,8.63080266242101e-02,8.27047295251051e-03,6.15318893859835e-02,3.7907136416202e-02,8.39925844521457e-02
S0013,12,2015,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,1496476.05,344864.58,214601.9,401392.04,280750.3,24604.3,168586.42,123838.19,370507.29,3425621.07,0.436848098321628,0.100672133009738,6.26461291587046e-02,0.117173508627444,8.19560290712481e-02,7.18243480444263e-03,4.92133883331118e-02,3.61505804259897e-02,0.108157698247693
S0014,01,2013,3901 Portola Pkwy,Irvine,CA,92620,Existing,1179539.3,262551.21,208261.83,226881.25,246175.86,18989.01,80820.59,41285.14,296332.68,2560836.87,0.460606965565909,0.102525550563477,8.13256917844986e-02,8.85965258692953e-02,9.61310198568018e-02,7.41515799872094e-03,3.15602258569481e-02,1.61217375787002e-02,0.11571712492565
S0014,01,2014,3901 Portola Pkwy,Irvine,CA,92620,Existing,1209475.36,286981.79,221134.01,269410.35,271270.46,17334.56,81212.18,49537.69,245437.28,2651793.68,0.456097082183256,0.108221764070273,8.33903526008856e-02,0.101595517038867,0.102296970554662,6.53691881489061e-03,3.06253765564446e-02,1.86808236152067e-02,9.25551945655139e-02
S0014,01,2015,3901 Portola Pkwy,Irvine,CA,92620,Existing,1122413.13,258872.67,188929.23,239378.27,231707.21,15910.91,78074.45,43945.44,271826.14,2451057.45,0.457930159898945,0.105616728812293,7.70807024535472e-02,9.76632636660556e-02,9.45335695823858e-02,6.49144719149688e-03,3.18533741426583e-02,1.79291758338835e-02,0.110901578418735
S0014,02,2013,3901 Portola Pkwy,Irvine,CA,92620,Existing,1044293.74,238323.61,181939.9,209460.31,236870.86,27427.77,70783.45,38381.3,272273.94,2319754.88,0.450174175299073,0.102736548613274,7.84306572942741e-02,9.02941564239753e-02,0.102110297101735,1.18235638758523e-02,3.05133316499371e-02,1.65454119014506e-02,0.117371857840428
S0014,02,2014,3901 Portola Pkwy,Irvine,CA,92620,Existing,1061514.02,253807.32,189865.75,217229.79,258905.26,42534.69,76128.45,47295.69,251476.07,2398757.04,0.44252669290759,0.105807847884419,7.91517218434094e-02,9.05593131682899e-02,0.107933090214089,1.77319708877227e-02,3.17366238975165e-02,1.97167488042057e-02,0.104835990392758
S0014,02,2015,3901 Portola Pkwy,Irvine,CA,92620,Existing,991541.02,215412.82,169319.93,222039.48,225045.54,30857.12,67905.96,40965.36,265153.88,2228241.11,0.44498820865934,9.66739277151206e-02,7.59881546212025e-02,9.96478697944856e-02,0.100996942830841,1.38481961676041e-02,3.04751400982814e-02,1.83846172733076e-02,0.118996942839817
S0014,03,2012,3901 Portola Pkwy,Irvine,CA,92620,Existing,1371250.53,294585.05,223713.42,282573.9,323592.39,48304.18,92784.52,52318.12,354621,3043743.11,0.450514540959404,9.67838084075368e-02,7.34994419420632e-02,9.28376310969292e-02,0.10631396221871,1.58699923923606e-02,3.04836895384381e-02,1.71887436321786e-02,0.116508189812379
S0014,03,2013,3901 Portola Pkwy,Irvine,CA,92620,Existing,1135385.59,250356.12,203761.53,231014.06,267461.48,29056.02,79153.32,40818.43,280113.32,2517119.87,0.451065363843797,9.94613419026405e-02,8.09502687688847e-02,9.17771389250525e-02,0.106256949932226,1.15433596732125e-02,3.14459875127044e-02,1.62163234601934e-02,0.11128326598129
S0014,03,2014,3901 Portola Pkwy,Irvine,CA,92620,Existing,1092600.84,281317.69,195310.76,230229.67,286540.74,21222.82,80713.97,51518.82,232328.09,2471783.4,0.442029362281501,0.113811626860185,7.90161306205066e-02,9.31431411020885e-02,0.11592469631441,8.58603549162115e-03,3.26541435629028e-02,2.0842772874031e-02,9.39920908927538e-02
S0014,03,2015,3901 Portola Pkwy,Irvine,CA,92620,Existing,1187280,257760.57,207564.98,257246.77,277986.08,40039.83,83468.3,54980.99,323435.65,2689763.17,0.441406891596333,9.58302102114068e-02,7.71684965855191e-02,9.56391896763163e-02,0.103349649181195,1.48860057445132e-02,3.10318398775607e-02,2.04408293686317e-02,0.120246887758523
S0014,04,2012,3901 Portola Pkwy,Irvine,CA,92620,Existing,1350598.62,281782.81,233441.54,297552.94,331004.5,50800.66,98161.34,49694.21,315579.33,3008615.95,0.448910277165818,9.36586173452946e-02,7.75910065889267e-02,9.89002733964766e-02,0.110018860998194,1.68850597232259e-02,3.26267432039639e-02,1.65172992584846e-02,0.104891862319616
S0014,04,2013,3901 Portola Pkwy,Irvine,CA,92620,Existing,1169030.65,261568.78,197920.6,261152.19,279268.23,48491.53,82360.5,47315.69,317441.85,2664550.02,0.438734736156314,9.81662111938886e-02,7.42791835448449e-02,9.80098658459412e-02,0.10480877743102,1.81987688863127e-02,3.09097218599034e-02,1.77574786154699e-02,0.119135256466306
S0014,04,2014,3901 Portola Pkwy,Irvine,CA,92620,Existing,1083082.34,254730.82,182830.88,220634.58,297436.3,43887.04,78883.39,54028.38,264522.42,2480036.15,0.436720384096014,0.102712543121599,7.37210544289848e-02,8.89642596540377e-02,0.119932243729592,1.76961291471497e-02,3.18073549048872e-02,2.17853195406043e-02,0.106660711377131
S0014,04,2015,3901 Portola Pkwy,Irvine,CA,92620,Existing,1040630.6,221193.21,180437.72,222104.16,264910.03,25194.75,79110.74,45002.42,244963.83,2323547.46,0.447862855359968,9.51963382749238e-02,7.76561370517476e-02,9.55883896600072e-02,0.114011026054101,1.08432259007957e-02,3.40473957867854e-02,1.93679796839613e-02,0.10542665222771
S0014,05,2012,3901 Portola Pkwy,Irvine,CA,92620,Existing,1448011.21,287544.18,244098.64,332776.88,393555.39,75154.69,109384.38,57038.93,350466.43,3298030.73,0.439053280137265,8.71866284884495e-02,7.40134522639818e-02,0.100901691719531,0.119330419337845,2.27877470383667e-02,3.31665739209167e-02,1.72948449149229e-02,0.106265362178721
S0014,05,2013,3901 Portola Pkwy,Irvine,CA,92620,Existing,1199832.38,251552.88,203235.78,267043.17,283089.64,51237.84,88611.78,50602.43,312201.24,2707407.14,0.443166586315496,9.29128376310628e-02,7.50665745824989e-02,9.86342859389815e-02,0.104561163268558,1.89250590511481e-02,3.2729388458361e-02,1.8690365867913e-02,0.115313738885981
S0014,05,2014,3901 Portola Pkwy,Irvine,CA,92620,Existing,1186379.29,256391.24,272429.46,290363.45,343168.27,58889.13,96245.41,62397.01,274076.73,2840339.99,0.417689183047414,9.02677992432871e-02,9.59143838269868e-02,0.102228413155567,0.120819434014306,2.07331270929999e-02,3.38851723169944e-02,2.19681482567867e-02,9.64943390456577e-02
S0014,05,2015,3901 Portola Pkwy,Irvine,CA,92620,Existing,1162092.19,237844.33,204817.71,265463.17,311237.44,49070.97,93406.97,56227.54,287022.99,2667183.31,0.435700158156734,8.91743470005442e-02,7.67917635177464e-02,9.95294057985088e-02,0.116691432056089,1.83980492889332e-02,3.50208287708579e-02,2.10812431935921e-02,0.107612772216995
S0014,06,2012,3901 Portola Pkwy,Irvine,CA,92620,Existing,1373294.24,261635.67,250329.24,309895.18,376871.16,38336.15,114616.16,56929.96,342416.13,3124323.89,0.439549255567098,8.37415323159725e-02,8.01226917610005e-02,9.91879174217114e-02,0.120624869017661,1.2270222726492e-02,3.66851082139246e-02,1.82215295226642e-02,0.109596873453475
S0014,06,2013,3901 Portola Pkwy,Irvine,CA,92620,Existing,1203517.41,241197.81,224737.17,264533.33,308934.19,32375.32,96082.55,50720.4,299873.12,2721971.3,0.442149191653858,8.86114449480052e-02,8.25641218186246e-02,9.71844670074222e-02,0.113496490576517,1.18940710359437e-02,3.52988843049153e-02,1.86337012443886e-02,0.110167627410326
S0014,06,2014,3901 Portola Pkwy,Irvine,CA,92620,Existing,1082019.38,243114.22,202545.1,231691.09,324060.35,26079.47,98940.32,55799.77,248143.05,2512392.75,0.430672863548106,9.67660092157168e-02,8.0618406497153e-02,9.22192957291411e-02,0.128984749697276,1.03803316579384e-02,3.93809128767785e-02,2.22098117422127e-02,9.87676190356782e-02
S0014,06,2015,3901 Portola Pkwy,Irvine,CA,92620,Existing,1106872.17,225020.72,204461.28,245154.76,339455.84,28708.76,93709.82,55232.39,272930.56,2571546.3,0.430430581786531,8.75040515506176e-02,7.95090798092961e-02,9.53335975323485e-02,0.132004560835634,1.11640066523399e-02,3.64410393855246e-02,2.14782794305512e-02,0.106134803017157
S0014,07,2012,3901 Portola Pkwy,Irvine,CA,92620,Existing,1439522.02,286851.2,249387.79,337782.19,387193.73,23870.77,121738.45,57176.12,352036.41,3255558.68,0.442173574951504,8.81112055396894e-02,7.66036845018564e-02,0.103755521924735,0.118933113501735,7.33231139301719e-03,3.73940272518756e-02,1.75626138614095e-02,0.108133947074178
S0014,07,2013,3901 Portola Pkwy,Irvine,CA,92620,Existing,1176482.03,245772.63,208832.42,260809.57,331134.89,21248.5,89866.77,48869.76,279803.6,2662820.17,0.441818055629344,9.22978700435486e-02,7.84252809681849e-02,9.7944867978073e-02,0.124354957849069,7.97969770523407e-03,3.37487191258582e-02,1.83526325024044e-02,0.105077918198284
S0014,07,2014,3901 Portola Pkwy,Irvine,CA,92620,Existing,1094643.87,245104.36,204095.23,256221.1,306772.13,17169.93,97985.81,54438.51,244746,2521176.94,0.434179708941809,9.72182301492889e-02,8.09523626691588e-02,0.101627575571907,0.121678143700616,6.81028361301765e-03,3.88651063895579e-02,2.15924987795581e-02,9.70760901850863e-02
S0014,07,2015,3901 Portola Pkwy,Irvine,CA,92620,Existing,1111859.46,232989.12,203688.91,258014.84,322494.58,18764.78,96357.36,53725.02,256242.25,2554136.32,0.43531719559902,9.12203151318094e-02,7.97486447395259e-02,0.101018429587971,0.126263652207882,7.3468200788907e-03,3.77260051648301e-02,2.10345154952419e-02,0.100324421994829
S0014,08,2012,3901 Portola Pkwy,Irvine,CA,92620,Existing,1389735.65,281342.31,253181.92,310380.31,344458.7,28728.93,108955.92,54256.77,333266.6,3104307.11,0.44767982057033,9.0629663893016e-02,8.15582708245641e-02,9.99837641708072e-02,0.110961540786472,9.25453860781191e-03,3.50983057214336e-02,1.74779002455076e-02,0.107356195180057
S0014,08,2013,3901 Portola Pkwy,Irvine,CA,92620,Existing,1121909.77,245420.49,200170.4,253536.24,273419.76,20719.49,92371.07,50090.33,276293.81,2533931.36,0.442754601687395,9.68536456330845e-02,7.89959835376125e-02,0.100056475089365,0.107903380618803,8.1768158076705e-03,3.64536591077984e-02,1.97678322273102e-02,0.109037606290961
